Package ID,Gluten Content (%),Dough Elasticity Index,Dampening Time (hours),Package Weight (g),Ash content (%),Production Recipe,Moisture (%),Starch Content (%),Production Mill,Package Volume (cm3),Proteins (g)/100g,Color,Quality,
241284,12.9,33.214,55,802.504,1.91,4,13.87,52.78,Happy Blackberry Windmill,999.9199222,12.98,2,Low,
241341,11.22,30.094,57,801.224,1.71,3,14.02,57.11,Happy Blackberry Windmill,1000.537194,10.46,2,Average,
241542,9.77,44.682,36,799.986,1.75,3,14.81,57.71,Happy Blackberry Windmill,1001.211272,9.99,3,Average,
242377,9.63,50.643,46,803.6,1.88,1,14.09,57.20,Happy Blackberry Windmill,1000.179213,9.93,2,Low,
242771,11.95,37.603,37,801.039,1.83,2,14.26,54.89,Happy Blackberry Windmill,1000.306516,11.61,3,Average,
243544,10.93,41.727,37,800.146,1.75,4,14.44,54.49,Happy Blackberry Windmill,999.1918579,11.48,2,Average,
244260,10.42,43.497,37,786.776,1.71,3,14.17,58.30,Happy Blackberry Windmill,1000.233636,9.85,2,Average,
244293,11.01,45.598,67,790.191,1.73,3,14.44,54.88,Happy Blackberry Windmill,1002.312988,10.42,1,Average,
244750,10.5,40.456,35,798.461,1.71,2,14.13,57.84,Happy Blackberry Windmill,999.302302,10.05,2,High,
244783,12.24,14.089,42,800.231,1.78,2,14.3,54.93,Happy Blackberry Windmill,1000.406202,11.5,3,Low,
245351,10.72,48.497,23,802.93,1.68,4,14.04,58.42,Happy Blackberry Windmill,1000.449556,10.11,3,Average,
245784,11.01,36.184,35,801.309,1.74,2,14.17,54.89,Happy Blackberry Windmill,1000.644084,10.34,4,Average,
245810,10.5,31.594,49,799.357,1.8,5,14.22,55.21,Happy Blackberry Windmill,1000.423617,10.32,2,Low,
246636,10.06,30.578,55,798.442,1.72,1,14.37,56.67,Happy Blackberry Windmill,999.278518,9.49,2,Average,
247075,10.57,38.914,46,803.788,1.73,4,14.9,56.35,Happy Blackberry Windmill,1000.412635,10.24,2,Low,
247680,11.08,39.796,45,797.972,1.75,1,14.04,56.42,Happy Blackberry Windmill,999.8013914,10.97,2,Average,
247695,11.22,39.083,45,799.769,1.73,1,14.77,52.90,Happy Blackberry Windmill,999.8292373,11.63,3,Low,
247755,10.35,42.118,28,805.001,1.66,3,14.68,58.18,Happy Blackberry Windmill,999.7141047,9.8,3,Average,
249023,9.99,39.143,38,799.671,1.77,2,14.09,58.05,Happy Blackberry Windmill,999.7068215,9.86,2,Average,
249737,10.5,40.479,55,802.625,1.79,3,14.26,56.37,Happy Blackberry Windmill,1000.070213,10.19,2,Average,
252215,12.02,39.484,31,783.646,1.76,1,14.28,51.98,Happy Blackberry Windmill,1001.907145,12.3,3,Low,
253059,11.01,50.256,42,802.902,1.82,2,14.37,55.75,Happy Blackberry Windmill,1000.4148,10.46,3,Average,
253377,10.57,39.04,37,804.249,1.92,5,14.37,56.98,Happy Blackberry Windmill,1000.987024,10.44,2,Low,
254963,12.9,34.583,35,799.426,1.82,3,15.03,50.99,Happy Blackberry Windmill,999.400214,11.97,3,Low,
255076,9.77,44.992,-1,802.586,1.77,4,14.33,57.90,Happy Blackberry Windmill,998.9162976,10.24,6,Average,
255224,10.57,42.992,53,803.381,1.68,3,14.33,55.22,Happy Blackberry Windmill,1001.011939,11.06,2,Average,
255531,9.63,41.278,32,795.813,1.66,3,14.26,59.34,Happy Blackberry Windmill,999.3192138,9.47,2,Average,
255784,10.06,45.841,47,794.998,1.78,1,14.39,56.08,Happy Blackberry Windmill,999.4091249,10.1,3,Average,
256810,10.57,35.886,29,802.176,1.89,5,14.13,55.99,Happy Blackberry Windmill,1001.726761,11.1,5,Low,
256857,11.44,22.809,49,802.116,1.81,5,14.94,53.43,Happy Blackberry Windmill,1000.542662,11.95,2,Low,
256939,9.92,57.875,48,802.938,1.74,3,14.28,58.64,Happy Blackberry Windmill,1000.460113,9.41,3,Average,
257137,9.26,49.464,16,802.122,1.79,2,14.2,58.31,Happy Blackberry Windmill,998.3392411,9.88,4,Average,
257472,9.99,54.112,55,793.434,1.59,5,14.04,58.12,Happy Blackberry Windmill,999.6746481,9.57,2,Average,
257696,10.79,52.492,60,781.186,1.7,5,14.2,57.24,Happy Blackberry Windmill,998.7629439,10.71,2,Average,
258531,10.57,32.54,52,800.908,1.7,1,14.24,56.81,Happy Blackberry Windmill,999.0350504,10.61,2,Average,
258667,10.72,45.936,34,807.513,1.77,5,14.11,56.06,Happy Blackberry Windmill,1000.627766,11.04,2,Average,
259508,9.04,54.471,18,797.444,1.68,4,14.2,58.07,Happy Blackberry Windmill,999.1396496,9.77,6,Average,
259520,10.13,35.016,40,803.092,1.73,1,15.18,55.82,Happy Blackberry Windmill,999.5471513,10.07,2,Low,
259613,11.01,31.452,58,800.363,1.8,2,14.35,55.52,Happy Blackberry Windmill,1000.571085,10.38,2,Average,
260165,9.99,49.071,12,792.055,1.66,4,14.06,57.08,Happy Blackberry Windmill,1000.173427,10.07,4,Average,
260517,9.63,41.574,49,801.222,1.74,2,14.06,57.40,Happy Blackberry Windmill,1001.645548,10.03,3,Average,
260623,10.42,44.038,27,798.308,1.78,1,14.17,55.76,Happy Blackberry Windmill,999.1110904,10.53,3,Average,
261101,9.84,41.305,41,800.464,1.74,2,14.22,56.22,Happy Blackberry Windmill,999.5887077,10.22,2,Average,
261228,12.46,24.042,50,797.947,1.87,3,14.04,51.85,Happy Blackberry Windmill,998.6586336,11.94,3,Low,
261667,9.63,46.354,59,800.165,1.93,1,14.55,57.28,Happy Blackberry Windmill,998.1090259,10.18,2,Low,
262077,13.48,17.926,39,801.891,1.9,4,14.81,49.62,Happy Blackberry Windmill,1000.261224,13.6,3,Low,
262192,11.15,37.523,40,799.506,1.81,2,14.74,54.51,Happy Blackberry Windmill,999.500002,11.46,2,Low,
262818,9.7,44.402,50,803.296,1.74,5,14.41,57.76,Happy Blackberry Windmill,999.8001627,9.63,2,Average,
263757,9.84,48.294,35,805.522,1.69,2,14.15,58.63,Happy Blackberry Windmill,1000.361175,10.14,2,Average,
264130,10.5,39.963,61,786.53,1.64,1,14.28,57.12,Happy Blackberry Windmill,999.9212852,10.51,1,Average,
264819,9.84,41.347,25,788.936,1.71,4,14.3,57.93,Happy Blackberry Windmill,1000.721752,10.57,5,Average,
265110,9.55,53.458,4,801.672,1.75,4,14.04,59.27,Happy Blackberry Windmill,1001.097239,8.95,5,Average,
265312,10.13,33.658,39,805.431,1.66,2,14.74,54.98,Happy Blackberry Windmill,1000.248207,10.66,2,Low,
265440,10.86,49.936,35,797.25,1.61,4,14.7,54.17,Happy Blackberry Windmill,1000.00858,11,2,Low,
266267,10.5,48.28,58,807.61,1.68,3,14.15,56.40,Happy Blackberry Windmill,999.6479221,9.91,2,Average,
266723,9.99,44.5,55,800.93,1.76,5,14.26,57.63,Happy Blackberry Windmill,1000.169943,9.93,2,Average,
266727,9.84,31.644,14,797.009,1.72,1,14.41,56.75,Happy Blackberry Windmill,999.7069209,9.45,4,Average,
267320,10.28,42.224,48,799.419,1.68,1,14.13,55.90,Happy Blackberry Windmill,1000.501941,10.71,3,Average,
267837,10.28,43.648,42,804.951,1.67,2,14.85,55.36,Happy Blackberry Windmill,999.6516892,10.88,2,Low,
269307,10.5,39.977,25,797.17,1.77,3,14.15,56.75,Happy Blackberry Windmill,999.9080761,10.36,3,Average,
269410,9.99,47.828,15,803.371,1.66,4,14.13,59.01,Happy Blackberry Windmill,1000.999294,10.13,4,Average,
270342,11.51,30.858,47,803.252,1.7,5,14.11,55.92,Happy Blackberry Windmill,999.7453407,11.53,2,Low,
270762,10.5,51.206,36,789.561,1.62,4,14.59,55.85,Happy Blackberry Windmill,1001.514198,10.5,3,Average,
270838,11.15,33.917,49,794.913,1.77,2,15.12,53.38,Happy Blackberry Windmill,1000.418324,11.35,3,Low,
270881,10.57,25.723,32,804.63,1.76,2,15.07,53.92,Happy Blackberry Windmill,1001.460523,10.98,3,Low,
273066,9.84,38.105,27,790.225,1.72,5,14.68,59.29,Happy Blackberry Windmill,1000.104195,9.34,3,Low,
273283,11.51,37.503,61,800.566,1.8,2,14.06,55.13,Happy Blackberry Windmill,997.5046668,12.03,2,Average,
274536,10.79,34.634,-7,809.138,1.73,1,14.2,55.59,Happy Blackberry Windmill,1001.539536,10.1,7,Average,
275227,11.01,47.251,45,790.331,1.67,1,14.3,57.22,Happy Blackberry Windmill,999.1160471,10.66,2,Average,
275495,11.44,31.376,53,799.214,1.83,5,14.26,52.46,Happy Blackberry Windmill,998.027616,12.03,2,Low,
275538,9.84,40.943,-4,807.94,1.61,3,14.39,56.58,Happy Blackberry Windmill,1000.055982,10.16,6,Average,
276692,10.21,36.311,51,796.027,1.65,3,14.06,57.27,Happy Blackberry Windmill,998.4743919,10.56,2,Average,
280409,11.08,35.812,39,794.264,1.73,5,14.26,54.28,Happy Blackberry Windmill,999.6014126,11.36,2,Low,
280458,8.46,37.664,27,803.26,1.88,1,14.26,61.19,Happy Blackberry Windmill,999.7557742,8.04,3,Low,
280605,9.41,49.212,52,797.991,1.68,2,14.02,57.24,Happy Blackberry Windmill,999.8247514,9.66,2,Average,
280940,9.77,45.562,28,800.716,1.76,2,14.15,59.06,Happy Blackberry Windmill,999.9031623,9.37,4,Average,
281834,10.21,47.446,53,796.916,1.68,1,14,55.35,Happy Blackberry Windmill,998.4783842,10.77,2,Average,
282130,12.02,17.105,35,802.433,1.84,3,14.61,54.78,Happy Blackberry Windmill,998.7268779,11.33,2,Low,
282562,12.75,19.174,41,799.82,1.92,4,14.59,52.30,Happy Blackberry Windmill,998.7840989,12.88,2,Low,
283949,8.9,42.059,26,798.45,1.69,4,14.13,60.08,Happy Blackberry Windmill,1000.400547,9.01,3,Average,
284774,9.55,56.881,50,800.111,1.79,2,14.11,58.18,Happy Blackberry Windmill,1001.367822,9.45,2,Average,
285926,9.26,66.512,-20,800.224,1.73,4,14.06,58.28,Happy Blackberry Windmill,999.2884577,9.1,8,Average,
286708,11.22,33.176,48,802.724,1.77,1,14.81,55.15,Happy Blackberry Windmill,1000.192928,10.73,2,Low,
287693,13.4,36.64,46,799.085,1.66,4,14.22,51.64,Happy Blackberry Windmill,1001.195341,12.49,2,Average,
288459,13.04,35.436,45,803.875,1.91,5,14.61,49.53,Happy Blackberry Windmill,999.4171637,12.96,2,Low,
289152,11.44,37.023,37,799.473,1.72,5,14.37,54.67,Happy Blackberry Windmill,1000.568634,10.72,2,Average,
289579,12.46,22.542,52,801.102,1.76,5,14.35,54.51,Happy Blackberry Windmill,1000.385585,11.65,2,Low,
290243,9.77,43.755,29,805.627,1.69,1,14.17,58.52,Happy Blackberry Windmill,1000.491404,9.87,3,Average,
290256,9.77,44.527,22,802.059,1.75,4,14.06,59.12,Happy Blackberry Windmill,1000.471468,9.68,4,Average,
290566,9.48,40.23,43,798.744,1.85,2,14.28,59.37,Happy Blackberry Windmill,998.5470963,9.52,2,Low,
291566,10.42,30.833,11,795.631,1.6,5,14.17,57.46,Happy Blackberry Windmill,999.0902564,10.48,4,Average,
291824,10.42,31.737,48,786.813,1.81,5,15.01,54.69,Happy Blackberry Windmill,999.1536038,10.44,2,Low,
291987,10.72,35.209,56,802.052,1.76,1,14.79,55.59,Happy Blackberry Windmill,1000.462168,10.91,2,Low,
292815,9.92,40.321,59,799.188,1.62,1,14.06,57.78,Happy Blackberry Windmill,1000.212946,9.44,2,Average,
293142,10.35,39.725,53,785.38,1.69,5,14.02,57.05,Happy Blackberry Windmill,1000.717922,10.54,2,Average,
293237,9.48,45.173,33,792.026,1.68,4,14.17,59.85,Happy Blackberry Windmill,999.0170218,9.8,2,Low,
293400,11.01,30.844,56,798.813,1.7,5,15.25,55.12,Happy Blackberry Windmill,1000.855397,11.18,2,Low,
294622,10.35,44.452,50,808.409,1.66,4,14.22,58.28,Happy Blackberry Windmill,1001.737609,9.79,3,Average,
295220,8.83,47.304,37,799.431,2,1,14.22,60.87,Happy Blackberry Windmill,1000.516398,9.07,2,Low,
296477,12.82,29.428,53,800.593,1.78,2,14.17,58.83,Happy Blackberry Windmill,1000.859548,5.3,2,High,
296525,11.15,36.03,33,801.176,1.69,1,14.17,55.06,Happy Blackberry Windmill,1000.477903,10.45,2,Average,
296987,10.35,42.641,5,799.182,1.71,2,14.98,57.50,Happy Blackberry Windmill,997.987725,9.74,6,Low,
297533,10.64,28.252,57,795.167,1.88,3,14.35,56.26,Happy Blackberry Windmill,1000.738486,10.97,2,Low,
299121,9.41,48.075,12,798.643,1.66,4,14.26,59.84,Happy Blackberry Windmill,1001.75606,9.45,4,Average,
300926,11.22,35.03,20,798.616,1.78,5,14.22,54.17,Happy Blackberry Windmill,998.3870731,11.8,4,Average,
301913,11.15,43.315,44,803.448,1.68,1,14.15,55.28,Happy Blackberry Windmill,1002.203865,11.62,2,Average,
303008,10.42,50.022,49,803.161,1.76,4,14.11,56.65,Happy Blackberry Windmill,1000.73847,9.75,2,Average,
303175,11.22,43.666,38,798.88,1.66,1,14.13,57.46,Happy Blackberry Windmill,999.8263243,10.48,2,Low,
303899,9.92,48.742,47,800.303,1.78,2,14.06,55.84,Happy Blackberry Windmill,1000.49648,10.52,3,Average,
303925,10.5,44.289,40,801.889,1.73,3,14.17,56.21,Happy Blackberry Windmill,1000.259381,10.91,2,Average,
305336,10.5,42.734,44,805.419,1.69,3,14.46,56.60,Happy Blackberry Windmill,1000.232831,10.27,3,Average,
306059,9.55,33.516,34,796.903,1.75,2,14.26,57.95,Happy Blackberry Windmill,999.5734308,9.55,2,Average,
306457,10.5,36.861,59,801.279,1.76,3,15.2,55.71,Happy Blackberry Windmill,998.3931959,10.66,2,Low,
307717,8.68,59.216,35,793.804,1.72,1,14.15,60.41,Happy Blackberry Windmill,997.9078584,8.88,2,Average,
308598,11.08,35.657,8,803.305,1.86,5,14.63,54.80,Happy Blackberry Windmill,999.811083,10.76,6,Average,
309648,9.77,21.122,51,800.488,1.76,3,14.13,57.51,Happy Blackberry Windmill,999.6181704,9.43,2,Low,
309909,11.88,27.546,60,804.782,1.88,3,13.98,54.42,Happy Blackberry Windmill,999.4415551,12.39,2,Low,
309944,11.01,37.911,40,803.833,1.72,3,14.52,55.22,Happy Blackberry Windmill,1001.575611,10.82,2,Low,
310198,9.92,38.368,25,800.702,1.85,4,14.15,57.56,Happy Blackberry Windmill,1000.995498,10.23,3,Low,
310705,10.5,43.815,39,804.411,1.76,2,14.11,55.45,Happy Blackberry Windmill,1000.083107,10.5,4,Average,
311276,10.5,30.505,45,805.671,1.73,1,14.44,56.02,Happy Blackberry Windmill,1000.545414,9.87,2,Low,
311695,9.77,53.345,8,797.928,1.73,5,14.15,58.64,Happy Blackberry Windmill,1000.858825,9.79,5,Average,
311969,10.79,35.805,45,799.711,1.69,5,14.09,55.19,Happy Blackberry Windmill,999.7569147,10.52,2,Average,
312036,10.13,33.593,61,802.348,1.77,3,15.25,55.73,Happy Blackberry Windmill,1000.832184,9.66,2,Low,
313236,12.75,35.675,45,801.178,1.89,2,14.52,52.22,Happy Blackberry Windmill,1000.480026,12.36,2,Low,
313250,11.22,39.67,43,802.45,1.65,5,14.61,56.31,Ancient Oak Mill,1000.959192,10.75,2,Low,
313841,12.53,14.325,36,815.72,1.69,1,14.24,52.86,Happy Blackberry Windmill,998.7139721,12.68,2,Average,
314306,10.42,44.7,23,801.719,1.74,3,14.17,64.46,Happy Blackberry Windmill,1000.046788,2.3,3,Average,
314722,9.26,48.812,24,797.386,1.73,5,13.98,60.15,Happy Blackberry Windmill,1000.17915,9.45,3,Average,
314883,9.33,43.615,46,802.229,1.73,4,14.2,58.79,Happy Blackberry Windmill,999.5767431,9.96,3,Average,
315642,10.5,30.007,55,799.366,1.71,5,15.23,56.73,Happy Blackberry Windmill,1000.434516,10.52,2,Low,
316015,11.15,43.999,36,799.684,1.67,2,14.24,56.21,Happy Blackberry Windmill,1000.833292,11.73,2,Low,
316287,11.08,55.372,31,798.401,1.66,5,14.04,56.41,Happy Blackberry Windmill,1001.452054,10.51,3,Average,
316398,11.08,50.814,53,800.765,1.68,5,14.13,54.18,Happy Blackberry Windmill,999.9646442,11,2,Average,
317496,10.06,46.109,30,803.674,1.9,2,14.24,56.43,Happy Blackberry Windmill,999.1673705,10.73,4,Low,
319373,11.15,39.468,22,803.086,1.76,1,14.04,54.18,Happy Blackberry Windmill,999.538564,11.17,3,Average,
320231,11.15,24.293,41,803.46,1.79,1,14.2,55.88,Happy Blackberry Windmill,1000.004809,10.96,4,Average,
320417,9.19,31.861,54,802.805,1.77,3,14.06,60.03,Happy Blackberry Windmill,1000.294923,9.25,2,Average,
320629,9.19,49.746,50,801.684,1.73,3,14.22,58.85,Happy Blackberry Windmill,1000.003715,9.92,3,Average,
321576,10.13,32.52,34,798.562,1.72,2,15.4,54.83,Happy Blackberry Windmill,1001.653677,10.01,2,Low,
322057,11.95,12.458,59,807.802,1.76,1,14.39,54.13,Happy Blackberry Windmill,1000.985136,11.39,2,Low,
323378,10.57,38.18,37,797.388,1.67,4,14.15,56.25,Happy Blackberry Windmill,1000.182022,10.86,3,Average,
323898,11.08,37.624,34,796.894,1.75,3,14.94,55.01,Happy Blackberry Windmill,999.5617207,11.51,3,Low,
325533,10.42,31.717,44,806.277,1.83,5,14.17,55.99,Happy Blackberry Windmill,999.0957219,10.75,3,Average,
325984,9.26,50.772,34,802.9,1.76,4,14.26,60.34,Happy Blackberry Windmill,998.2051506,9.09,2,Average,
326178,10.28,37.319,46,803.593,1.76,2,14.9,55.87,Happy Blackberry Windmill,1000.170053,10.82,2,Low,
326672,8.9,47.687,32,796.815,1.79,1,14.17,60.52,Happy Blackberry Windmill,999.4633177,9.44,4,Average,
328080,10.35,40.673,35,788.965,1.76,5,14.35,57.56,Happy Blackberry Windmill,998.5095045,9.7,3,Low,
328821,11.08,45.285,53,802.351,1.75,3,14.35,55.61,Happy Blackberry Windmill,1000.835293,11.26,2,Average,
330586,11.3,31.768,50,799.496,1.7,3,14.24,55.62,Happy Blackberry Windmill,999.4878494,11.39,2,Average,
331051,12.31,31.976,22,795.433,1.81,1,14.55,52.75,Happy Blackberry Windmill,999.9555429,12.47,3,Low,
332166,10.64,43.688,35,798.402,1.74,2,14.17,57.16,Happy Blackberry Windmill,998.1193796,10.29,2,Average,
332404,10.35,39.119,53,800.402,1.68,4,14.3,56.43,Happy Blackberry Windmill,1000.619766,10.05,2,Average,
332967,9.55,46.78,57,801.52,1.66,4,14.06,59.83,Happy Blackberry Windmill,1000.907185,9.58,2,Average,
334148,10.64,37.212,54,803.197,1.78,3,14.85,57.16,Happy Blackberry Windmill,999.676665,10.15,2,Low,
334194,11.08,35.506,49,801.869,1.8,1,14.04,54.88,Happy Blackberry Windmill,1001.343451,11.32,2,Average,
334745,10.5,40.531,11,794.084,1.73,2,14.22,55.47,Happy Blackberry Windmill,1000.492501,10.32,5,Average,
335254,9.99,54.028,35,795.889,1.59,3,14.04,56.07,Happy Blackberry Windmill,1000.529159,10.54,2,Average,
335907,9.84,47.227,40,801.646,1.82,5,15.12,58.06,Happy Blackberry Windmill,998.8496895,9.61,2,Low,
336732,10.28,35.603,33,801.018,1.78,4,14.87,54.31,Happy Blackberry Windmill,1000.279837,10.81,2,Low,
337066,10.42,23.351,60,806.998,1.71,2,14.06,55.79,Happy Blackberry Windmill,999.9889808,10.17,2,Average,
337120,9.12,56.562,49,803.242,1.9,1,14.2,59.43,Happy Blackberry Windmill,998.6306105,9.46,3,Low,
337305,9.7,50.223,36,801.569,1.91,3,14.28,59.27,Happy Blackberry Windmill,998.7545368,9.66,3,Low,
340719,9.99,46.665,34,806.839,1.71,2,14.26,56.07,Happy Blackberry Windmill,1000.893352,10.3,3,Average,
341285,9.33,51.733,50,788.83,1.71,4,14.02,58.16,Happy Blackberry Windmill,1001.715534,10.07,2,Average,
341316,10.93,39.923,34,803.144,1.69,1,14.35,55.45,Happy Blackberry Windmill,1000.716342,11.05,3,Average,
343221,9.77,46.321,46,804.294,1.55,1,14.24,56.69,Happy Blackberry Windmill,1001.042468,10.18,3,Average,
343292,9.48,41.944,33,798.98,1.64,4,14.35,56.96,Happy Blackberry Windmill,998.8419969,10.26,2,Average,
343977,11.51,40.019,43,801.414,1.72,4,14,53.12,Happy Blackberry Windmill,1000.774619,11.69,2,Average,
345144,10.57,43.592,33,805.3,1.76,5,14.24,55.12,Happy Blackberry Windmill,1001.188358,10.76,2,Low,
345269,8.68,51.382,34,805.584,1.67,3,14.44,59.20,Happy Blackberry Windmill,998.2366258,8.66,3,Average,
345422,9.99,48.844,43,804.139,1.71,2,14.24,56.57,Happy Blackberry Windmill,1001.95698,10.71,3,Average,
346737,11.08,42.312,43,801.675,1.71,4,14.02,55.55,Happy Blackberry Windmill,1001.101019,10.32,3,Average,
346971,10.21,42.631,38,789.299,1.64,4,14.44,57.49,Happy Blackberry Windmill,1000.055886,10.2,2,Average,
347016,9.84,36.817,34,801.678,1.67,2,14.22,59.43,Happy Blackberry Windmill,999.9956434,9.7,2,Low,
347083,9.48,56.239,23,804.267,1.75,4,14.2,58.04,Happy Blackberry Windmill,999.9047981,9.1,3,Average,
348041,9.92,54.611,49,768.931,1.65,5,14.06,55.89,Happy Blackberry Windmill,1001.274481,10.66,3,Average,
348042,9.92,44.589,56,797.61,1.76,1,14.96,57.77,Happy Blackberry Windmill,999.3473034,9.69,2,Low,
349047,10.93,41.013,39,800.135,1.92,5,14.26,54.57,Happy Blackberry Windmill,1000.286024,10.45,2,Low,
349251,10.72,44.531,21,805.8,1.73,2,14.41,55.09,Happy Blackberry Windmill,1001.810084,10.86,4,Low,
350144,10.57,43.175,44,799.019,1.83,5,14.57,57.20,Happy Blackberry Windmill,1000.000814,10.16,2,Low,
351079,10.5,39.317,60,797.964,1.73,2,13.98,55.93,Happy Blackberry Windmill,999.7907503,10.49,2,Average,
351996,11.08,35.352,30,805.907,1.73,2,14.33,54.23,Happy Blackberry Windmill,999.7374219,10.66,4,Average,
352019,10.5,43.845,38,802.634,1.74,4,14.2,57.37,Happy Blackberry Windmill,1000.081515,10.44,2,Average,
352355,8.83,35.249,26,800.696,1.94,4,14.09,58.34,Happy Blackberry Windmill,998.7708005,8.8,4,Low,
354665,12.68,42.996,38,801.976,1.75,1,14.11,53.96,Happy Blackberry Windmill,999.2615531,12.34,2,Average,
354994,11.3,43.481,58,800.952,1.74,4,14.59,54.63,Happy Blackberry Windmill,1000.197878,11.39,2,Low,
355328,11.3,40.153,6,804.238,1.64,5,14.24,57.05,Happy Blackberry Windmill,999.8688023,10.67,5,Average,
355782,10.86,34.201,33,804.134,1.74,4,13.93,55.40,Happy Blackberry Windmill,999.7392893,11.4,2,Average,
355785,10.42,58.957,46,804.014,1.68,4,14.17,58.78,Ancient Oak Mill,1000.694104,9.88,2,High,
355999,10.79,35.654,56,798.584,1.83,1,14.26,56.57,Happy Blackberry Windmill,1000.567712,11.04,2,Low,
356140,10.42,51.18,23,804.594,1.77,1,14.39,56.04,Happy Blackberry Windmill,999.2083551,10.99,5,Average,
357537,9.84,48.755,32,798.379,1.81,1,14.52,58.93,Happy Blackberry Windmill,1000.31115,9.2,4,Average,
357749,10.57,41.636,57,804.481,1.78,5,14.41,57.93,Happy Blackberry Windmill,1001.275166,9.92,2,Average,
357913,9.26,50.248,43,801.849,1.71,2,14.39,59.47,Happy Blackberry Windmill,999.1030682,9.96,3,Average,
358215,9.26,45.137,28,798.878,1.76,1,13.95,58.48,Happy Blackberry Windmill,1000.935711,9.88,5,Average,
358694,11.66,44.478,51,798.092,1.75,3,14.28,53.71,Happy Blackberry Windmill,998.8411704,11.04,2,Average,
359686,9.7,33.509,36,798.17,1.78,1,14.17,59.22,Happy Blackberry Windmill,1000.049439,9.83,2,Low,
359879,10.13,34.666,39,803.626,1.73,3,14.24,56.06,Happy Blackberry Windmill,1000.210569,10.51,4,Average,
360401,10.28,31.357,45,799.035,1.75,4,14.28,56.47,Happy Blackberry Windmill,1000.020476,9.6,2,Low,
360798,9.63,36.742,61,800.84,1.71,5,14.68,58.21,Happy Blackberry Windmill,1000.058236,9.71,2,Low,
361696,10.13,36.431,43,796.321,1.71,5,15.23,57.55,Happy Blackberry Windmill,998.8437283,10.19,2,Low,
361994,10.86,38.012,60,801.865,1.71,5,14.79,55.28,Happy Blackberry Windmill,1000.229802,11.33,2,Low,
362151,10.72,45.293,22,798.206,1.71,2,14.92,55.63,Happy Blackberry Windmill,998.9827395,11.24,4,Average,
362934,12.46,16.04,60,803.21,1.74,2,14.66,52.60,Happy Blackberry Windmill,999.6938868,11.63,2,Low,
363257,10.06,54.003,39,799.411,1.71,3,14.13,59.31,Happy Blackberry Windmill,1000.491689,9.57,2,Average,
363440,10.13,49.127,46,792.388,1.79,3,14.41,55.14,Happy Blackberry Windmill,999.4736345,10.62,2,Low,
363523,10.5,28.837,57,797.694,1.68,1,14.11,57.98,Happy Blackberry Windmill,1000.565373,10.53,2,Average,
364239,9.77,56.557,58,795.884,1.68,3,14.06,57.15,Happy Blackberry Windmill,999.4084862,9.34,2,Average,
364972,12.6,30.105,34,808.268,1.89,5,14.55,50.55,Happy Blackberry Windmill,999.3649942,13.07,3,Low,
365095,10.06,37.828,42,800.95,1.72,3,14.59,55.40,Happy Blackberry Windmill,1000.194804,10.69,2,Low,
366022,9.92,61.409,49,800.847,1.9,1,14.13,58.41,Happy Blackberry Windmill,1001.17625,10.06,2,Low,
366136,10.13,44.231,54,798.172,1.74,1,15.09,55.93,Happy Blackberry Windmill,998.9406286,10.57,2,Low,
366917,10.21,47.418,45,797.755,1.79,3,14.28,56.40,Happy Blackberry Windmill,999.529145,10.74,2,Average,
368194,11.15,33.677,22,805.69,1.79,2,14.2,54.90,Happy Blackberry Windmill,1000.569451,10.87,3,Average,
368194,11.15,33.677,22,805.69,1.79,2,14.2,54.90,Happy Blackberry Windmill,1000.569451,10.87,3,Average,
368556,12.46,10.336,51,797.94,1.78,3,14.59,54.36,Happy Blackberry Windmill,999.7614576,11.56,2,Low,
369843,9.63,50.896,46,798.657,1.69,4,14.24,57.59,Happy Blackberry Windmill,999.5477521,9.73,2,Average,
370191,11.08,35.679,42,800.494,1.74,3,14.06,56.83,Happy Blackberry Windmill,998.5187845,10.71,2,Average,
370191,11.08,35.679,42,800.494,1.74,3,14.06,56.83,Happy Blackberry Windmill,998.5187845,10.71,2,Average,
370526,11.51,55.157,49,801.82,1.72,1,14.11,54.47,Happy Blackberry Windmill,999.0665026,10.82,3,Average,
370640,9.19,25.998,33,804.485,1.74,2,14.13,60.15,Ancient Oak Mill,1000.175572,9.29,2,High,
370640,9.19,25.998,33,804.485,1.74,2,14.13,60.15,Ancient Oak Mill,1000.175572,9.29,2,High,
370680,9.7,50.625,34,799.66,1.69,1,14.11,57.21,Happy Blackberry Windmill,999.6928887,10.02,3,Average,
371679,9.84,33.246,40,786.668,1.79,2,14.2,58.11,Happy Blackberry Windmill,998.9691015,10.1,2,Low,
372024,11.44,33.226,49,801.148,1.69,3,14,55.66,Happy Blackberry Windmill,999.3348273,10.75,3,Average,
372490,10.35,53.066,28,797.09,1.78,1,14.09,57.45,Happy Blackberry Windmill,999.8084245,10.67,3,Average,
373473,10.28,42.645,29,800.647,1.75,1,14.2,55.55,Happy Blackberry Windmill,999.8169054,10.38,3,Average,
373944,11.01,38.943,61,805.689,1.72,5,14.17,56.90,Happy Blackberry Windmill,1000.568233,11.18,2,Average,
374211,13.55,31.181,52,803.278,1.84,1,14.26,49.53,Happy Blackberry Windmill,999.7780363,13.41,2,Low,
374512,9.19,46.846,44,808.936,1.73,2,14.3,58.72,Happy Blackberry Windmill,1000.190796,8.9,2,Average,
375273,11.15,41.769,60,794.323,1.75,5,14.09,55.99,Happy Blackberry Windmill,998.5601818,11.73,2,Average,
